event_id,match_id,player_id,event_type,event_timestamp
1134,M14,P31,tackle,2025-01-01 00:57:48
1135,M16,P18,pass,2025-01-01 00:12:28
1136,M4,P26,sprint,2025-01-01 00:23:12
1137,M1,P6,tackle,2025-01-01 00:41:23
1138,M1,P9,pass,2025-01-01 00:29:36
1139,M15,P11,tackle,2025-01-01 00:55:45
1140,M20,P31,pass,2025-01-01 00:54:30
1141,M20,P46,shot,2025-01-01 01:20:59
1142,M3,P2,shot,2025-01-01 01:26:55
1143,M14,P29,tackle,2025-01-01 01:20:40
1144,M9,P46,tackle,2025-01-01 00:46:42
1145,M19,P42,tackle,2025-01-01 01:23:28
1146,M8,P5,tackle,2025-01-01 01:25:54
1147,M2,P23,shot,2025-01-01 00:11:36
1148,M4,P36,shot,2025-01-01 00:20:55
1149,M1,P7,pass,2025-01-01 00:07:06
1150,M11,P13,tackle,2025-01-01 00:58:13
1151,M5,P42,shot,2025-01-01 00:27:55
1152,M2,P10,sprint,2025-01-01 01:08:50
1153,M13,P36,pass,2025-01-01 00:26:15
1154,M17,P16,pass,2025-01-01 00:15:34
1155,M17,P15,pass,2025-01-01 01:16:14
1156,M18,P43,sprint,2025-01-01 01:09:44
1157,M9,P19,sprint,2025-01-01 01:29:23
1158,M6,P21,sprint,2025-01-01 01:04:25
1159,M20,P35,shot,2025-01-01 00:32:29
1160,M3,P15,sprint,2025-01-01 01:04:51
1161,M8,P48,pass,2025-01-01 00:39:07
1162,M3,P14,tackle,2025-01-01 00:27:49
1163,M1,P29,pass,2025-01-01 00:44:04
1164,M20,P5,pass,2025-01-01 00:16:33
1165,M13,P49,shot,2025-01-01 00:00:53
1166,M5,P18,pass,2025-01-01 01:05:19
1167,M16,P1,shot,2025-01-01 01:21:34
1168,M16,P27,shot,2025-01-01 00:19:17
1169,M12,P27,tackle,2025-01-01 01:27:16
1170,M13,P25,pass,2025-01-01 00:20:44
1171,M4,P41,tackle,2025-01-01 00:22:13
1172,M9,P21,tackle,2025-01-01 00:58:20
1173,M16,P14,pass,2025-01-01 00:54:42
1174,M1,P20,pass,2025-01-01 01:15:06
1175,M5,P28,sprint,2025-01-01 00:32:41
1176,M5,P21,sprint,2025-01-01 01:11:55
1177,M19,P23,shot,2025-01-01 00:10:14
1178,M9,P11,pass,2025-01-01 00:16:08
1179,M8,P2,shot,2025-01-01 01:28:48
1180,M19,P20,tackle,2025-01-01 00:02:31
1181,M18,P24,tackle,2025-01-01 01:18:33
1182,M15,P25,sprint,2025-01-01 00:14:06
1183,M4,P37,shot,2025-01-01 01:10:06
1184,M15,P22,pass,2025-01-01 00:39:44
1185,M13,P24,pass,2025-01-01 00:07:51
1186,M18,P15,sprint,2025-01-01 00:02:18
1187,M20,P12,sprint,2025-01-01 01:07:25
1188,M5,P46,shot,2025-01-01 01:22:00
1189,M18,P31,sprint,2025-01-01 01:09:04
1190,M8,P43,sprint,2025-01-01 00:52:21
1191,M1,P31,sprint,2025-01-01 00:34:36
1192,M19,P30,tackle,2025-01-01 00:52:46
1193,M17,P41,shot,2025-01-01 00:06:52
1194,M2,P20,pass,2025-01-01 00:56:39
1195,M19,P8,pass,2025-01-01 00:42:03
1196,M16,P44,shot,2025-01-01 00:54:57
1197,M18,P30,sprint,2025-01-01 00:13:37
1198,M2,P35,sprint,2025-01-01 00:28:16
1199,M6,P21,pass,2025-01-01 00:56:46
1200,M7,P47,tackle,2025-01-01 01:28:00
1201,M6,P40,shot,2025-01-01 00:16:49
1202,M6,P28,sprint,2025-01-01 00:39:04
1203,M9,P39,tackle,2025-01-01 00:28:54
1204,M8,P17,tackle,2025-01-01 01:21:08
1205,M9,P12,sprint,2025-01-01 00:59:06
1206,M12,P50,shot,2025-01-01 01:07:57
1207,M18,P18,shot,2025-01-01 00:50:45
1208,M6,P47,pass,2025-01-01 00:49:06
1209,M4,P28,pass,2025-01-01 00:57:20
1210,M7,P3,shot,2025-01-01 00:19:23
1211,M18,P15,sprint,2025-01-01 01:15:55
1212,M20,P16,shot,2025-01-01 00:23:28
1213,M5,P22,pass,2025-01-01 01:15:47
1214,M18,P49,pass,2025-01-01 00:29:21
1215,M10,P31,pass,2025-01-01 00:21:02
1216,M8,P31,shot,2025-01-01 00:17:06
1217,M1,P1,shot,2025-01-01 00:39:13
1218,M15,P11,sprint,2025-01-01 00:25:38
1219,M3,P6,pass,2025-01-01 01:19:40
1220,M15,P23,tackle,2025-01-01 00:50:27
1221,M14,P9,tackle,2025-01-01 00:00:03
1222,M1,P16,sprint,2025-01-01 00:46:01
1223,M8,P38,sprint,2025-01-01 00:23:36
1224,M7,P44,pass,2025-01-01 00:43:45
1225,M9,P19,shot,2025-01-01 01:29:15
1226,M18,P45,shot,2025-01-01 00:27:45
1227,M12,P13,tackle,2025-01-01 00:41:33
1228,M8,P32,pass,2025-01-01 00:45:42
1229,M8,P36,tackle,2025-01-01 00:45:38
1230,M6,P9,tackle,2025-01-01 00:42:33
1231,M3,P46,pass,2025-01-01 01:01:49
1232,M2,P46,sprint,2025-01-01 01:29:01
1233,M14,P49,tackle,2025-01-01 01:00:17
1234,M8,P37,sprint,2025-01-01 00:41:44
1235,M6,P31,shot,2025-01-01 00:52:04
1236,M4,P31,tackle,2025-01-01 00:48:16
1237,M5,P19,pass,2025-01-01 00:55:41
1238,M13,P2,sprint,2025-01-01 00:13:37
1239,M9,P45,shot,2025-01-01 01:19:52
1240,M13,P32,shot,2025-01-01 01:22:02
1241,M9,P43,tackle,2025-01-01 00:09:11
1242,M16,P34,shot,2025-01-01 01:26:03
1243,M12,P1,pass,2025-01-01 00:18:54
1244,M2,P21,tackle,2025-01-01 00:21:14
1245,M19,P3,shot,2025-01-01 01:24:07
1246,M16,P27,pass,2025-01-01 01:19:02
1247,M13,P44,sprint,2025-01-01 01:27:52
1248,M5,P7,sprint,2025-01-01 00:12:01
1249,M6,P33,tackle,2025-01-01 01:17:52
1250,M17,P9,pass,2025-01-01 00:36:40
1251,M17,P30,shot,2025-01-01 00:19:04
1252,M17,P18,tackle,2025-01-01 00:50:32
1253,M3,P26,tackle,2025-01-01 00:40:07
1254,M13,P20,shot,2025-01-01 01:16:50
1255,M12,P38,pass,2025-01-01 00:37:57
1256,M6,P41,shot,2025-01-01 00:37:12
1257,M13,P31,sprint,2025-01-01 00:08:54
1258,M14,P8,tackle,2025-01-01 00:22:11
1259,M7,P23,sprint,2025-01-01 00:19:12
1260,M5,P50,tackle,2025-01-01 01:23:52
1261,M14,P25,shot,2025-01-01 00:22:56
1262,M18,P47,pass,2025-01-01 00:17:48
1263,M4,P1,shot,2025-01-01 01:22:16
1264,M1,P46,sprint,2025-01-01 00:42:19
1265,M7,P18,pass,2025-01-01 00:50:50
1266,M20,P19,pass,2025-01-01 00:59:58
1267,M13,P42,tackle,2025-01-01 01:25:43
1268,M4,P6,pass,2025-01-01 00:37:43
1269,M13,P17,tackle,2025-01-01 01:04:33
1270,M4,P46,pass,2025-01-01 01:22:40
1271,M3,P45,pass,2025-01-01 00:26:58
1272,M8,P8,tackle,2025-01-01 01:28:32
1273,M20,P42,pass,2025-01-01 00:55:40
1274,M8,P9,shot,2025-01-01 00:24:28
1275,M17,P37,pass,2025-01-01 00:56:08
1276,M15,P27,sprint,2025-01-01 01:20:38
1277,M4,P36,tackle,2025-01-01 01:03:47
1278,M6,P6,tackle,2025-01-01 01:27:29
1279,M6,P6,shot,2025-01-01 00:15:17
1280,M10,P45,sprint,2025-01-01 01:15:13
1281,M4,P4,pass,2025-01-01 01:10:25
1282,M9,P22,shot,2025-01-01 00:41:21
1283,M16,P40,pass,2025-01-01 00:38:44
1284,M7,P27,shot,2025-01-01 00:24:02
1285,M14,P37,tackle,2025-01-01 01:26:05
1286,M6,P2,sprint,2025-01-01 00:10:25
1287,M1,P9,tackle,2025-01-01 00:47:26
1288,M18,P11,shot,2025-01-01 00:19:53
1289,M12,P20,pass,2025-01-01 00:20:17
1290,M15,P43,sprint,2025-01-01 00:56:17
1291,M1,P39,pass,2025-01-01 01:08:20
1292,M15,P14,tackle,2025-01-01 00:51:41
1293,M15,P26,pass,2025-01-01 01:14:59
1294,M16,P38,shot,2025-01-01 00:00:15
1295,M1,P30,sprint,2025-01-01 00:20:02
1296,M3,P36,sprint,2025-01-01 01:27:21
1297,M12,P38,sprint,2025-01-01 01:21:25
1298,M7,P35,shot,2025-01-01 00:08:50
1299,M5,P6,pass,2025-01-01 00:44:53
1300,M1,P3,sprint,2025-01-01 00:01:26
1301,M1,P1,tackle,2025-01-01 00:25:46
1302,M15,P18,tackle,2025-01-01 00:28:50
1303,M8,P23,tackle,2025-01-01 00:06:08
1304,M11,P32,tackle,2025-01-01 00:09:08
1305,M14,P29,tackle,2025-01-01 01:26:00
1306,M13,P23,shot,2025-01-01 00:23:09
1307,M19,P36,pass,2025-01-01 01:12:54
1308,M12,P6,shot,2025-01-01 00:22:33
1309,M19,P17,tackle,2025-01-01 01:28:12
1310,M4,P18,tackle,2025-01-01 00:49:16
1311,M4,P31,sprint,2025-01-01 00:09:47
1312,M3,P6,sprint,2025-01-01 00:00:56
1313,M6,P34,pass,2025-01-01 00:52:28
1314,M5,P44,pass,2025-01-01 00:17:57
1315,M11,P44,pass,2025-01-01 00:00:38
1316,M9,P27,shot,2025-01-01 01:25:05
1317,M3,P36,sprint,2025-01-01 00:13:36
1318,M9,P48,pass,2025-01-01 00:52:49
1319,M12,P42,sprint,2025-01-01 01:09:33
1320,M3,P25,sprint,2025-01-01 00:33:23
1321,M20,P10,sprint,2025-01-01 00:37:28
1322,M17,P39,sprint,2025-01-01 01:19:02
1323,M12,P46,sprint,2025-01-01 00:25:24
1324,M18,P39,sprint,2025-01-01 01:23:53
1325,M4,P12,shot,2025-01-01 00:59:57
1326,M10,P11,tackle,2025-01-01 00:33:17
1327,M18,P49,sprint,2025-01-01 01:06:00
1328,M8,P43,shot,2025-01-01 00:59:14
1329,M9,P3,pass,2025-01-01 00:52:33
1330,M19,P22,shot,2025-01-01 01:26:54
1331,M13,P4,shot,2025-01-01 00:29:07
1332,M6,P8,shot,2025-01-01 01:19:06
1333,M7,P14,sprint,2025-01-01 00:53:57
1334,M6,P20,pass,2025-01-01 00:59:12
1335,M11,P24,shot,2025-01-01 01:13:49
1336,M17,P14,pass,2025-01-01 00:35:48
1337,M19,P28,shot,2025-01-01 01:19:54
1338,M12,P16,sprint,2025-01-01 00:50:41
1339,M13,P32,shot,2025-01-01 00:51:00
1340,M18,P47,shot,2025-01-01 01:09:06
1341,M7,P12,pass,2025-01-01 00:01:05
1342,M5,P16,pass,2025-01-01 00:20:00
1343,M16,P19,pass,2025-01-01 00:49:26
1344,M4,P5,tackle,2025-01-01 00:32:14
1345,M1,P12,pass,2025-01-01 00:15:42
1346,M4,P29,shot,2025-01-01 00:08:45
1347,M3,P5,tackle,2025-01-01 01:19:05
1348,M4,P42,pass,2025-01-01 00:08:05
1349,M1,P17,sprint,2025-01-01 01:15:38
1350,M12,P47,pass,2025-01-01 00:32:02
1351,M13,P8,sprint,2025-01-01 00:38:58
1352,M2,P40,tackle,2025-01-01 01:00:26
1353,M9,P40,sprint,2025-01-01 00:29:51
1354,M7,P30,tackle,2025-01-01 01:10:37
1355,M13,P10,sprint,2025-01-01 00:38:01
1356,M2,P20,pass,2025-01-01 00:21:38
1357,M1,P45,tackle,2025-01-01 00:27:48
1358,M18,P16,shot,2025-01-01 00:20:30
1359,M7,P41,shot,2025-01-01 01:03:16
1360,M18,P16,shot,2025-01-01 01:21:39
1361,M19,P42,pass,2025-01-01 01:18:57
1362,M8,P3,shot,2025-01-01 00:19:32
1363,M12,P23,tackle,2025-01-01 00:48:52
1364,M11,P22,shot,2025-01-01 01:11:49
1365,M9,P28,tackle,2025-01-01 00:23:50
1366,M4,P46,shot,2025-01-01 00:37:03
1367,M7,P45,sprint,2025-01-01 00:18:43
1368,M17,P36,tackle,2025-01-01 00:37:13
1369,M11,P4,shot,2025-01-01 00:32:48
1370,M2,P38,shot,2025-01-01 01:29:48
1371,M18,P24,shot,2025-01-01 00:54:12
1372,M12,P19,tackle,2025-01-01 01:13:46
1373,M9,P11,tackle,2025-01-01 00:11:02
1374,M11,P40,shot,2025-01-01 00:13:20
1375,M5,P46,sprint,2025-01-01 00:11:49
1376,M7,P40,tackle,2025-01-01 00:47:55
1377,M1,P46,tackle,2025-01-01 00:01:33
1378,M5,P39,sprint,2025-01-01 00:43:14
1379,M6,P18,pass,2025-01-01 00:12:47
1380,M13,P12,sprint,2025-01-01 01:06:00
1381,M11,P14,shot,2025-01-01 00:24:38
1382,M8,P47,tackle,2025-01-01 00:22:12
1383,M20,P18,tackle,2025-01-01 01:12:38
1384,M2,P44,tackle,2025-01-01 00:28:31
1385,M15,P42,tackle,2025-01-01 01:07:34
1386,M10,P12,pass,2025-01-01 00:53:07
1387,M8,P40,tackle,2025-01-01 00:43:45
1388,M2,P27,tackle,2025-01-01 01:08:11
1389,M15,P6,pass,2025-01-01 01:19:52
1390,M6,P24,shot,2025-01-01 00:15:47
1391,M5,P33,shot,2025-01-01 00:07:37
1392,M3,P45,pass,2025-01-01 00:26:34
1393,M11,P16,shot,2025-01-01 01:02:50
1394,M11,P50,shot,2025-01-01 01:03:43
1395,M16,P12,sprint,2025-01-01 00:03:27
1396,M3,P31,sprint,2025-01-01 01:00:20
1397,M9,P37,sprint,2025-01-01 00:07:52
1398,M3,P13,pass,2025-01-01 00:01:15
1399,M19,P8,tackle,2025-01-01 00:58:11
1400,M11,P38,pass,2025-01-01 00:53:37
1401,M14,P3,pass,2025-01-01 00:44:27
1402,M2,P20,pass,2025-01-01 01:14:12
1403,M7,P4,pass,2025-01-01 00:18:54
1404,M10,P44,sprint,2025-01-01 00:10:58
1405,M10,P45,pass,2025-01-01 01:27:58
1406,M20,P2,sprint,2025-01-01 00:16:23
1407,M1,P36,tackle,2025-01-01 00:52:45
1408,M6,P23,shot,2025-01-01 00:27:53
1409,M14,P45,sprint,2025-01-01 01:07:19
1410,M2,P19,pass,2025-01-01 00:09:31
1411,M6,P40,tackle,2025-01-01 00:51:32
1412,M1,P8,pass,2025-01-01 00:58:49
1413,M3,P16,tackle,2025-01-01 00:26:25
1414,M4,P43,shot,2025-01-01 01:01:36
1415,M13,P18,tackle,2025-01-01 01:14:17
1416,M3,P36,tackle,2025-01-01 00:29:54
1417,M15,P24,shot,2025-01-01 00:54:58
1418,M13,P1,shot,2025-01-01 00:08:27
1419,M11,P1,tackle,2025-01-01 00:51:17
1420,M4,P46,pass,2025-01-01 00:09:09
1421,M17,P36,sprint,2025-01-01 00:17:08
1422,M5,P11,pass,2025-01-01 00:24:00
1423,M8,P18,sprint,2025-01-01 01:14:13
1424,M10,P16,shot,2025-01-01 00:45:31
1425,M7,P17,pass,2025-01-01 01:26:49
1426,M17,P24,shot,2025-01-01 00:12:37
1427,M7,P34,tackle,2025-01-01 01:21:04
1428,M19,P4,tackle,2025-01-01 00:58:24
1429,M9,P35,pass,2025-01-01 01:01:29
1430,M2,P15,shot,2025-01-01 00:02:50
1431,M20,P2,pass,2025-01-01 00:30:53
1432,M19,P31,pass,2025-01-01 01:21:39
1433,M6,P9,sprint,2025-01-01 00:52:20
1434,M10,P10,tackle,2025-01-01 01:17:53
1435,M13,P25,pass,2025-01-01 01:17:27
1436,M2,P5,tackle,2025-01-01 00:47:22
1437,M10,P14,sprint,2025-01-01 00:16:31
1438,M10,P42,shot,2025-01-01 01:16:33
1439,M5,P48,pass,2025-01-01 00:16:05
1440,M4,P38,tackle,2025-01-01 01:12:36
1441,M2,P40,pass,2025-01-01 00:44:23
1442,M7,P2,shot,2025-01-01 00:03:09
1443,M18,P18,pass,2025-01-01 00:07:01
1444,M17,P29,pass,2025-01-01 01:23:28
1445,M11,P20,tackle,2025-01-01 00:57:59
1446,M18,P8,shot,2025-01-01 00:48:09
1447,M8,P37,sprint,2025-01-01 01:22:58
1448,M12,P49,shot,2025-01-01 00:23:40
1449,M1,P48,shot,2025-01-01 00:43:18
1450,M20,P26,sprint,2025-01-01 00:08:08
1451,M12,P37,pass,2025-01-01 00:31:22
1452,M6,P49,tackle,2025-01-01 00:28:25
1453,M3,P4,pass,2025-01-01 01:02:18
1454,M5,P33,pass,2025-01-01 01:23:19
1455,M14,P22,sprint,2025-01-01 01:04:53
1456,M12,P6,sprint,2025-01-01 00:06:19
1457,M13,P33,pass,2025-01-01 00:58:24
1458,M13,P28,shot,2025-01-01 00:21:38
1459,M17,P24,tackle,2025-01-01 00:36:53
1460,M15,P4,shot,2025-01-01 01:02:31
1461,M6,P2,pass,2025-01-01 00:12:39
1462,M12,P13,pass,2025-01-01 00:33:04
1463,M2,P46,tackle,2025-01-01 00:38:57
1464,M4,P49,shot,2025-01-01 00:07:08
1465,M20,P11,pass,2025-01-01 01:24:38
1466,M12,P35,pass,2025-01-01 00:03:54
1467,M3,P39,sprint,2025-01-01 00:19:19
1468,M17,P10,tackle,2025-01-01 00:40:12
1469,M6,P43,sprint,2025-01-01 00:15:06
1470,M17,P10,sprint,2025-01-01 00:11:00
1471,M17,P8,sprint,2025-01-01 01:17:48
1472,M11,P5,pass,2025-01-01 01:03:47
1473,M7,P23,shot,2025-01-01 00:46:34
1474,M2,P34,sprint,2025-01-01 00:57:29
1475,M19,P47,shot,2025-01-01 01:17:01
1476,M2,P32,pass,2025-01-01 00:10:51
1477,M13,P16,sprint,2025-01-01 01:09:45
1478,M16,P4,pass,2025-01-01 00:27:48
1479,M17,P28,sprint,2025-01-01 01:18:02
1480,M11,P48,sprint,2025-01-01 01:26:22
1481,M9,P44,pass,2025-01-01 00:19:20
1482,M9,P14,tackle,2025-01-01 00:55:43
1483,M14,P12,tackle,2025-01-01 00:58:54
1484,M13,P21,shot,2025-01-01 01:16:43
1485,M11,P48,shot,2025-01-01 01:15:55
1486,M12,P16,pass,2025-01-01 00:32:05
1487,M3,P44,pass,2025-01-01 01:01:01
1488,M1,P2,pass,2025-01-01 01:03:28
1489,M8,P23,tackle,2025-01-01 00:47:13
1490,M19,P29,tackle,2025-01-01 00:05:25
1491,M13,P46,sprint,2025-01-01 00:58:28
1492,M7,P43,sprint,2025-01-01 00:10:52
1493,M13,P9,pass,2025-01-01 00:39:24
1494,M6,P7,pass,2025-01-01 00:56:36
1495,M3,P29,shot,2025-01-01 00:26:25
1496,M6,P44,tackle,2025-01-01 01:07:03
1497,M3,P17,pass,2025-01-01 01:02:22
1498,M13,P9,tackle,2025-01-01 00:23:30
1499,M13,P6,pass,2025-01-01 00:56:29
1500,M13,P44,sprint,2025-01-01 01:16:46
1501,M1,P20,pass,2025-01-01 00:25:29
1502,M8,P10,sprint,2025-01-01 00:02:54
1503,M5,P9,shot,2025-01-01 00:41:53
1504,M20,P12,shot,2025-01-01 00:05:42
1505,M17,P33,shot,2025-01-01 00:34:32
1506,M9,P32,pass,2025-01-01 01:16:08
1507,M13,P34,shot,2025-01-01 00:03:51
1508,M13,P19,pass,2025-01-01 00:53:03
1509,M5,P33,tackle,2025-01-01 01:00:04
1510,M14,P48,sprint,2025-01-01 00:08:01
1511,M11,P16,tackle,2025-01-01 00:59:50
1512,M14,P50,pass,2025-01-01 01:24:10
1513,M7,P50,shot,2025-01-01 00:51:29
1514,M17,P23,sprint,2025-01-01 00:58:19
1515,M4,P26,shot,2025-01-01 01:03:54
1516,M10,P45,tackle,2025-01-01 00:57:31
1517,M10,P44,pass,2025-01-01 01:23:54
1518,M15,P41,sprint,2025-01-01 01:18:58
1519,M20,P37,sprint,2025-01-01 00:08:11
1520,M12,P9,pass,2025-01-01 00:41:07
1521,M9,P30,pass,2025-01-01 00:33:08
1522,M3,P13,sprint,2025-01-01 01:09:36
1523,M15,P48,tackle,2025-01-01 00:14:01
1524,M12,P42,tackle,2025-01-01 00:03:52
1525,M15,P16,shot,2025-01-01 00:20:16
1526,M1,P46,sprint,2025-01-01 00:40:58
1527,M15,P2,pass,2025-01-01 00:38:54
1528,M11,P31,pass,2025-01-01 00:27:57
1529,M5,P43,pass,2025-01-01 00:19:01
1530,M7,P19,pass,2025-01-01 00:49:27
1531,M12,P11,sprint,2025-01-01 00:59:53
1532,M20,P14,tackle,2025-01-01 00:11:20
1533,M6,P47,shot,2025-01-01 00:47:02
1534,M3,P25,tackle,2025-01-01 00:31:05
1535,M10,P7,shot,2025-01-01 00:08:51
1536,M4,P15,pass,2025-01-01 00:19:34
1537,M13,P30,pass,2025-01-01 00:20:23
1538,M19,P31,sprint,2025-01-01 01:22:49
1539,M5,P24,pass,2025-01-01 00:21:14
1540,M18,P25,sprint,2025-01-01 01:24:40
1541,M1,P8,sprint,2025-01-01 00:28:31
1542,M16,P30,sprint,2025-01-01 01:29:52
1543,M16,P36,pass,2025-01-01 00:15:23
1544,M16,P50,pass,2025-01-01 01:15:30
1545,M19,P14,tackle,2025-01-01 00:30:55
1546,M16,P29,shot,2025-01-01 00:03:52
1547,M1,P27,tackle,2025-01-01 00:08:44
1548,M20,P50,pass,2025-01-01 00:25:58
1549,M20,P36,shot,2025-01-01 00:29:08
1550,M10,P34,sprint,2025-01-01 01:22:57
1551,M2,P21,shot,2025-01-01 00:35:55
1552,M14,P38,sprint,2025-01-01 00:56:35
1553,M8,P11,pass,2025-01-01 01:05:21
1554,M6,P33,shot,2025-01-01 01:25:14
1555,M3,P15,sprint,2025-01-01 00:09:41
1556,M16,P12,tackle,2025-01-01 01:22:20
1557,M17,P24,tackle,2025-01-01 00:37:15
1558,M12,P50,sprint,2025-01-01 00:45:43
1559,M19,P37,tackle,2025-01-01 00:36:59
1560,M20,P11,tackle,2025-01-01 01:14:36
1561,M3,P19,shot,2025-01-01 00:16:06
1562,M13,P1,tackle,2025-01-01 00:21:48
1563,M16,P17,shot,2025-01-01 00:09:01
1564,M11,P40,pass,2025-01-01 00:20:52
1565,M20,P16,tackle,2025-01-01 01:27:10
1566,M16,P26,pass,2025-01-01 00:44:35
1567,M20,P43,tackle,2025-01-01 01:03:24
1568,M2,P43,sprint,2025-01-01 01:14:43
1569,M4,P15,sprint,2025-01-01 01:26:27
1570,M4,P8,pass,2025-01-01 00:50:58
1571,M17,P30,pass,2025-01-01 00:14:29
1572,M1,P14,pass,2025-01-01 00:11:07
1573,M1,P33,sprint,2025-01-01 00:54:53
1574,M5,P42,pass,2025-01-01 00:24:17
1575,M12,P7,sprint,2025-01-01 01:25:34
1576,M6,P18,pass,2025-01-01 00:22:12
1577,M6,P12,shot,2025-01-01 00:04:21
1578,M17,P2,shot,2025-01-01 00:00:00
1579,M13,P50,tackle,2025-01-01 00:57:18
1580,M8,P29,shot,2025-01-01 00:55:14
1581,M12,P21,pass,2025-01-01 00:16:40
1582,M15,P7,shot,2025-01-01 00:34:05
1583,M19,P27,shot,2025-01-01 01:27:23
1584,M20,P12,pass,2025-01-01 00:58:34
1585,M17,P20,shot,2025-01-01 00:11:51
1586,M9,P14,pass,2025-01-01 01:16:26
1587,M18,P10,shot,2025-01-01 00:18:35
1588,M2,P41,pass,2025-01-01 00:01:44
1589,M11,P23,sprint,2025-01-01 00:16:31
1590,M20,P30,sprint,2025-01-01 01:21:42
1591,M17,P47,tackle,2025-01-01 00:18:44
1592,M18,P31,shot,2025-01-01 00:56:08
1593,M15,P10,tackle,2025-01-01 01:05:48
1594,M7,P19,pass,2025-01-01 00:06:53
1595,M16,P19,sprint,2025-01-01 00:20:33
1596,M1,P44,pass,2025-01-01 01:18:36
1597,M18,P23,tackle,2025-01-01 01:28:42
1598,M8,P44,pass,2025-01-01 00:19:30
1599,M7,P41,pass,2025-01-01 01:03:51
1600,M2,P32,pass,2025-01-01 00:31:57
1601,M12,P20,pass,2025-01-01 01:03:27
1602,M16,P4,sprint,2025-01-01 00:12:58
1603,M9,P33,pass,2025-01-01 00:19:32
1604,M20,P48,pass,2025-01-01 00:28:38
1605,M11,P1,sprint,2025-01-01 01:20:45
1606,M15,P13,pass,2025-01-01 01:05:26
1607,M3,P3,pass,2025-01-01 00:06:02
1608,M13,P12,tackle,2025-01-01 00:32:04
1609,M13,P29,sprint,2025-01-01 00:35:27
1610,M2,P31,shot,2025-01-01 00:22:31
1611,M6,P41,pass,2025-01-01 00:29:32
1612,M6,P36,tackle,2025-01-01 00:52:31
1613,M12,P2,sprint,2025-01-01 00:25:29
1614,M4,P22,pass,2025-01-01 00:00:42
1615,M5,P22,shot,2025-01-01 00:28:52
1616,M8,P41,pass,2025-01-01 01:20:40
1617,M6,P31,tackle,2025-01-01 00:39:54
1618,M3,P45,sprint,2025-01-01 00:33:36
1619,M8,P14,tackle,2025-01-01 00:05:41
1620,M19,P29,sprint,2025-01-01 01:29:03
1621,M11,P35,shot,2025-01-01 00:56:35
1622,M18,P50,pass,2025-01-01 00:22:49
1623,M10,P9,tackle,2025-01-01 00:20:06
1624,M20,P47,shot,2025-01-01 00:58:03
1625,M12,P32,shot,2025-01-01 00:06:16
1626,M20,P27,pass,2025-01-01 01:21:06
1627,M8,P10,tackle,2025-01-01 01:04:20
1628,M19,P25,pass,2025-01-01 00:48:12
1629,M16,P49,pass,2025-01-01 00:17:30
1630,M18,P45,sprint,2025-01-01 01:15:43
1631,M9,P33,sprint,2025-01-01 00:02:24
1632,M4,P11,pass,2025-01-01 00:32:37
1633,M9,P37,sprint,2025-01-01 00:24:47
1634,M2,P9,tackle,2025-01-01 00:22:03
1635,M9,P7,sprint,2025-01-01 01:07:36
1636,M9,P7,shot,2025-01-01 00:42:51
1637,M18,P34,pass,2025-01-01 00:09:28
1638,M11,P19,pass,2025-01-01 01:17:12
1639,M13,P20,tackle,2025-01-01 01:17:49
1640,M6,P50,pass,2025-01-01 00:21:16
1641,M9,P42,sprint,2025-01-01 01:15:59
1642,M16,P25,shot,2025-01-01 00:45:31
1643,M4,P5,pass,2025-01-01 01:02:38
1644,M2,P48,sprint,2025-01-01 01:11:23
1645,M7,P29,shot,2025-01-01 00:24:24
1646,M15,P27,pass,2025-01-01 00:34:59
1647,M6,P25,pass,2025-01-01 00:51:31
1648,M11,P37,pass,2025-01-01 00:46:30
1649,M20,P15,shot,2025-01-01 01:21:11
1650,M17,P48,pass,2025-01-01 00:13:38
1651,M4,P4,pass,2025-01-01 00:30:52
1652,M19,P14,sprint,2025-01-01 01:06:10
1653,M7,P49,sprint,2025-01-01 01:03:05
1654,M11,P17,sprint,2025-01-01 00:07:25
1655,M13,P21,sprint,2025-01-01 01:05:49
1656,M3,P16,pass,2025-01-01 01:20:12
1657,M14,P26,shot,2025-01-01 00:31:35
1658,M2,P9,pass,2025-01-01 01:09:46
1659,M18,P2,tackle,2025-01-01 01:28:47
1660,M5,P43,shot,2025-01-01 01:09:58
1661,M13,P15,tackle,2025-01-01 00:06:27
1662,M13,P35,pass,2025-01-01 00:21:00
1663,M14,P24,shot,2025-01-01 00:04:56
1664,M12,P48,shot,2025-01-01 00:45:19
1665,M13,P38,sprint,2025-01-01 01:24:03
1666,M18,P14,pass,2025-01-01 00:03:04
1667,M13,P37,tackle,2025-01-01 01:02:54
1668,M4,P37,shot,2025-01-01 01:00:49
1669,M10,P6,shot,2025-01-01 00:47:01
1670,M5,P18,sprint,2025-01-01 01:16:27
1671,M18,P22,shot,2025-01-01 01:09:31
1672,M8,P18,sprint,2025-01-01 01:09:19
1673,M14,P2,shot,2025-01-01 00:57:12
1674,M2,P32,shot,2025-01-01 00:15:35
1675,M8,P17,pass,2025-01-01 00:19:48
1676,M16,P1,shot,2025-01-01 00:29:34
1677,M7,P9,sprint,2025-01-01 01:25:52
1678,M3,P13,sprint,2025-01-01 00:37:40
1679,M4,P36,sprint,2025-01-01 00:28:42
1680,M7,P37,tackle,2025-01-01 00:34:46
1681,M4,P30,shot,2025-01-01 01:24:39
1682,M9,P31,pass,2025-01-01 00:41:28
